0.8074 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
7.1260 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
9.3671 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001840E416588>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001840FC74128>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.3672 	EXP 	window1: recordFrameIntervals = False
9.5243 	EXP 	window1: recordFrameIntervals = True
9.7076 	EXP 	window1: recordFrameIntervals = False
10.0631 	EXP 	Created intro_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='intro_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
10.0671 	EXP 	Created space_instr_intro = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='space_instr_intro', opacity=1.0, ori=0, pos=array([ 0. , -0.4]), rgb=array([255., 255., 255.]), text='Aby wziąć udział w badaniu, naciśnij spację.', units='height', win=Window(...), wrapWidth=1)
10.0900 	EXP 	Imported relationship_quest.xlsx as conditions, 8 conditions, 9 params
10.0905 	EXP 	Question text: Czy ma Pani/Pan ukończone 18 lat?
10.1123 	EXP 	Response type: radio
10.1123 	EXP 	Response layout: horiz
10.1123 	EXP 	Response options: ['Tak', ' Nie']
10.1163 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.02, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text=' Nie', units='height', win=Window(...), wrapWidth=0.2)
10.1468 	EXP 	Question text: Czy jest Pani/Pan aktualnie w związku?
10.1595 	EXP 	Response type: radio
10.1595 	EXP 	Response layout: horiz
10.1595 	EXP 	Response options: ['Tak', ' Nie']
10.1629 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.02, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text=' Nie', units='height', win=Window(...), wrapWidth=0.2)
10.1720 	EXP 	Question text: Czy jest Pani/Pan w związku małżeńskim?
10.1780 	EXP 	Response type: radio
10.1780 	EXP 	Response layout: horiz
10.1780 	EXP 	Response options: ['Tak', ' Nie']
10.1803 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.02, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text=' Nie', units='height', win=Window(...), wrapWidth=0.2)
10.1887 	EXP 	Question text: Kto jest dla Pani/Pana najbliższą osobą?
10.1955 	EXP 	Response type: radio
10.1956 	EXP 	Response layout: vert
10.1956 	EXP 	Response options: ['członek rodziny', ' partnerka/partner', ' przyjaciółka/przyjaciel', ' inna osoba', ' nie mam bliskiej osoby']
10.2031 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.02, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text=' przyjaciółka/przyjaciel', units='height', win=Window(...), wrapWidth=0.08)
10.2263 	EXP 	Question text: Czy ma Pani/Pan tematy tabu ze swoją najbliższą osobą?
10.2302 	EXP 	Response type: radio
10.2302 	EXP 	Response layout: horiz
10.2302 	EXP 	Response options: ['Tak', ' Nie']
10.2325 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.02, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text=' Nie', units='height', win=Window(...), wrapWidth=0.2)
10.2418 	EXP 	Question text: W skali od 1 do 7 (1 - zupełnie niesatysfakcjonująca; 7 - zupełnie satysfakcjonująca), prosimy powiedzieć, jak bardzo satysfakcjonująca jest Pani/Pana relacja z najbliższą osobą
10.2654 	EXP 	Response type: rating
10.2655 	EXP 	Response layout: horiz
10.2655 	EXP 	Response options: ['1', ' 2', ' 3', ' 4', ' 5', ' 6', ' 7']
